nm_Kit_ID,mb_replicate,nm_Sampling_Date,fht_eDNA_survey_date,datecomp,fht_Site_comb,nm_Pond_Name,namedist,fht_Site_number,fht_Site_Name,Company,Sampler_Name,Sampling_DateTime,Arrival_Date,num_tubes,Damaged_tubes,Liquid_in_bag,Tubes_labelled,Tubes_filled,Additional_notes,Lab_work_Started,IPC_Positive_out_of_12,GCN_Positive_out_of_12,Status,Site_number_CHECK,GCN_Positive_Square,GCN_Negative_Square,Surveyor,1_km_square,Grid_reference,Easting,Northing,eDNA_score,GCN_test_result,Positive_no_kit,Kit_negative,Newt_Positive_sites,Newt_Negative_sites,HSI1_Pond_location,HSI2_Pond_area,HSI3_Pond_drying,HSI4_Water_quality,HSI5_Shade,HSI6_Waterfowl,HSI7_Fish,HSI8_Pond_count,HSI9_Terrestrial_habitat,HSI10_Macrophytes,DIMITRIOS_HSI,NO_HSI_REASON,SITE_FROM_DIMITRIOS,Inflow_present,Outflow_present,Nitrate,Phosphate,Clean,N,P,Acti_Angu_Angu_Anguangu,Acti_Cypr_Cobi_Cobitean,Acti_Cypr_Cypr_Abrabram,Acti_Cypr_Cypr_Albuunk,Acti_Cypr_Cypr_Blicunk,Acti_Cypr_Cypr_Caracara,Acti_Cypr_Cypr_Cyprcarp,Acti_Cypr_Cypr_Gobigobi,Acti_Cypr_Cypr_Leucidus,Acti_Cypr_Cypr_Phoxphox,Acti_Cypr_Cypr_Pimeprom,Acti_Cypr_Cypr_Rutiruti,Acti_Cypr_Cypr_Tinctinc,Acti_Cypr_Nema_Barbbarb,Acti_Esoc_Esoc_Esoxluci,Acti_Gast_Gast_Gastacul,Acti_Perc_Perc_Percluci,Amph_Anur_Bufo_Bufobufo,Amph_Anur_Rani_Ranatemp,Amph_Caud_Sala_Lisshelv,Amph_Caud_Sala_Lissvulg,Amph_Caud_Sala_Tritcris,Aves_Acci_Acci_Butebute,Aves_Anse_Anat_Aixgale,Aves_Anse_Anat_Anastado,Aves_Anse_Anat_Anatsp,Aves_Char_Lari_Larusp,Aves_Colu_Colu_Colulivi,Aves_Colu_Colu_Colusp,Aves_Gall_Phas_Phascolc,Aves_Grui_Rall_Fuliatra,Aves_Grui_Rall_Gallchlo,Aves_Pass_Acro_Acroscir,Aves_Pass_Corv_Garrglan,Aves_Pass_Corv_Picapica,Aves_Pass_Musc_Eritrube,Aves_Pass_Musc_Turdsp,Aves_Pass_Panu_Panubiar,Aves_Pass_Pari_Parumajo,Aves_Pass_Pass_Pass1,Aves_Pass_Pass_Pass2,Aves_Pass_Prun_Prunmodu,Aves_Pass_Stur_Sturvulg,Aves_Pass_Sylv_Sylvatri,Aves_Pass_Trog_Trogtrog,Aves_Pele_Arde_Ardecine,Aves_Pici_Pici_Dendmajo,Aves_Pici_Pici_Picuviri,Aves_Stri_Stri_Strisp,Mamm_Arti_Cerv_Caprcapr,Mamm_Arti_Cerv_Cervelap,Mamm_Arti_Cerv_Damadama,Mamm_Arti_Cerv_Hydriner,Mamm_Arti_Cerv_Muntreev,Mamm_Carn_Cani_Vulpvulp,Mamm_Carn_Must_Lutrlutr,Mamm_Carn_Must_Melemele,Mamm_Chir_Vesp_Myotnatt,Mamm_Chir_Vesp_Pipiaust,Mamm_Euli_Sori_Sorearan,Mamm_Euli_Talp_Talpeuro,Mamm_Rode_Cric_Arviterr,Mamm_Rode_Cric_Micragre,Mamm_Rode_Cric_Myodglar,Mamm_Rode_Muri_Apodsylv,Mamm_Rode_Muri_Rattnorv,Mamm_Rode_Sciu_Sciucaro
FHT1097,1,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,958 Widmore Pond,Widmore Pond,0.19444444444444453,958,Widmore Pond,Freshwater Habitats Trust,Jeremy,2017/06/10 19:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,958,NA,1,Jeremy,SU7180,SU7122680603,471226,180603,0,Negative,FALSE,TRUE,NA,Negative,1,1884,1,2,50,1,1,3,2,1,0.26359584333510294,NA,958,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,3078,45473,0,0,0,0,241888,0,0,0,0,0,0,0,0,0,0,0,0,43970,0,0,0,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT892,1,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,951 Busgrove Ward,Busgrove Ward,0.19381598793363508,951,Busgrove Ward,Freshwater Habitats Trust,Jeremy,2017/06/10 18:00:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/28 00:00:00,12,0,Negative,951,NA,1,Jeremy,SU6883,SU6841683272,468416,183272,0,Negative,FALSE,TRUE,NA,Negative,1,525,2,3,90,3,4,>12,3,10,0.7684700723563939,NA,951,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,13369,1445,9554,0,0,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT483,1,2017/06/27 00:00:00,2017/06/27 00:00:00,MATCH,921 SHABBINGTON 921,Shabbington 921,0.19239766081871357,921,SHABBINGTON 921,Freshwater Habitats Trust,PJW,2017/06/27 09:00:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/13 00:00:00,12,11,Positive,921,NA,1,PJW,SP6606,SP6664006580,466640,206580,11,Positive,FALSE,FALSE,NA,Positive,1,250,2,3,40,2,3,>12,3,65,0.7908594020279021,NA,921,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11342,74077,0,0,20483,0,0,0,55211,0,0,182102,0,0,0,0,2553,0,0,0,1159,0,0,0,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14641,0,0,0,0
FHT731,NA,2017/06/03 00:00:00,2017/06/03 00:00:00,MATCH,754 Cutterlowe - 754,Cutterlowe - 754,0.19166666666666676,754,Cutterlowe - 754,Freshwater Habitats Trust,JB,2017/06/03 14:00:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,0,Negative,754,NA,1,JB,SP5110,SP5145310127,451453,210127,0,Negative,FALSE,TRUE,NA,Negative,1,1000,3,3,0,3,4,3,3,75,0.8226425084973346,NA,754,N,N,<0.2,0.05-0.1,1,0.1,0.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT490,1,2017/06/12 00:00:00,2017/06/12 00:00:00,MATCH,516 MANOR FARM.1,516A - Manor Farm.2,0.19100877192982457,516,MANOR FARM.1,Freshwater Habitats Trust,AH,2017/06/12 12:00:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/20 00:00:00,12,0,Negative,516,NA,1,Adrianna,SP6412,SP6412912270,464129,212270,0,Negative,FALSE,TRUE,NA,Negative,1,630,1,4,60,2,3,3,3,15,0.7795048728540123,NA,516,N,Y,<0.2,0.05-0.1,1,0.1,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT937,NA,2017/06/27 00:00:00,2017/06/27 00:00:00,MATCH,912 RUSHBEDS WOOD 912,Rushbeds Wood 912,0.19094304388422034,912,RUSHBEDS WOOD 912,Freshwater Habitats Trust,PJW,2017/06/27 15:00:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/13 00:00:00,12,0,Negative,912,NA,1,PJW,sp6615,SP66441595,466440,215950,0,Negative,FALSE,TRUE,NA,Negative,1,140,2,4,70,3,4,>12,3,3,0.7254596728628387,NA,912,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT1077,NA,2017/06/26 00:00:00,2017/06/26 00:00:00,MATCH,356 Cranfield Road Pond,Cranfield Road Pond,0.18954996186117468,356,Cranfield Road Pond,Freshwater Habitats Trust,HW,2017/06/26 12:04:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/04 00:00:00,6,0,Inconclusive,356,NA,1,0,TL0044,TL0072344096,500723,244096,0,Inconclusive,FALSE,FALSE,NA,Inconclusive,1,79,2,3,0,3,4,14,2,60,0.6853694111509475,NA,356,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT995,NA,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,886 ABINGDON BARTON LANE 886,886 - Abingdon Barton Lane,0.1885347985347985,886,ABINGDON BARTON LANE 886,Freshwater Habitats Trust,PJW,2017/06/15 19:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/07/06 00:00:00,12,0,Negative,886,NA,1,PJW,SU5197,SU5144097140,451440,197140,0,Negative,FALSE,TRUE,NA,Negative,1,70,1,4,0,3,4,>12,4,50,0.823827432205506,NA,886,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT889,1,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,957 Russels Water Clay Pit,Russels Water Clay Pit,0.18764568764568768,957,Russels Water Clay Pit,Freshwater Habitats Trust,Jeremy,2017/06/10 12:00:00,2017/06/22 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,10,0,Negative,957,NA,1,Jeremy,SU7189,SU7109589839,471095,189839,0,Negative,FALSE,TRUE,NA,Negative,1,100,4,4,100,3,4,7,3,0,0.49037193299538734,NA,957,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16342,0,2465,0,0,0,1533,0,0,0,4177,0,0,0,0,5925,0,24828,27370,0,0,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1087,1,2017/06/12 00:00:00,2017/06/12 00:00:00,MATCH,Bedford Autodrom Outflow,82B - Bedford Autodrome Outflow,0.18637992831541217,NA,Bedford Autodrom Outflow,Freshwater Habitats Trust,PSW,2017/06/12 13:25:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/07/11 00:00:00,11,3,Positive,NA,1,NA,Penny/Jeremy,TL0461,TL04496117,504490,261170,3,Positive,FALSE,FALSE,Positive,NA,1,50,1,3,0,3,4,4,3,0,0.6364665558599462,NA,82B,Y,Y,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,56979,0,0,0,98081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT396,1,2017/05/15 00:00:00,2017/05/15 00:00:00,MATCH,30 STANDALLS FARM,30 Stanpalls Farm (SP8147710439),0.18627450980392157,30,STANDALLS FARM,Freshwater Habitats Trust,AH,2017/05/15 12:30:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,NA,2017/05/26 00:00:00,12,0,Negative,30,1,NA,Adrianna,SP8110,SP8147710439,481477,210439,0,Negative,FALSE,TRUE,Negative,NA,1,75,4,2,100,3,4,0,2,10,0.26553072804614664,NA,30,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT1002,1,2017/06/13 00:00:00,2017/06/13 00:00:00,MATCH,887 PINKHILL NEW 887,887 - Pinkhill New,0.18616557734204808,887,PINKHILL NEW 887,Freshwater Habitats Trust,PSW,2017/06/13 17:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,887,NA,1,PSW,SP4406,SP4404006810,444040,206810,0,Negative,FALSE,TRUE,NA,Negative,1,75,4,4,5,3,2,>12,4,15,0.5588247659962621,NA,887,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,2730,82726,0,184418,444814,128100,0,0,0,14431,0,0,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT410,1,2017/05/16 00:00:00,2017/05/16 00:00:00,MATCH,239 WESTCOTT FARM,239 Westcott Field Farm (SP7237015839),0.18421052631578938,239,WESTCOTT FARM,Freshwater Habitats Trust,AH,2017/05/16 17:30:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,NA,2017/05/30 00:00:00,11,0,Negative,239,NA,1,Adrianna,SP7215,SP7237015839,472370,215839,0,Negative,FALSE,TRUE,NA,Negative,1,300,1,4,5,2,3,1,2,30,0.6543844654943216,NA,239,N,N,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21116,0,0,13097,0,317,12506,20987,0,0,0,345660,0,0,0,0,0,0,0,3491,0,49677,0,0,15445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT993,NA,2017/06/26 00:00:00,2017/06/26 00:00:00,MATCH,513 WATERPERRY COPSE 513,513 - Waterperry copse,0.18380230880230886,513,WATERPERRY COPSE 513,Freshwater Habitats Trust,PJW,2017/06/26 14:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/07/11 00:00:00,11,0,Negative,513,NA,1,Ian,SP6106,SP6121006440,461210,206440,0,Negative,FALSE,TRUE,NA,Negative,1,130,4,3,90,3,4,9,3,1,0.5258298189713562,NA,513,Y,Y,0.2-0.5,0.1-0.2,1,0.35,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT652,NA,2017/06/13 00:00:00,2017/06/13 00:00:00,MATCH,231 Majories Pond,23 - Masories Pond,0.18366013071895426,231,Majories Pond,Freshwater Habitats Trust,HW,2017/06/13 16:45:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/04 00:00:00,12,2,Positive,231,NA,1,Hannah,TL0457,TL0401357502,504013,257502,2,Positive,FALSE,FALSE,NA,Positive,1,328,2,2,80,2,3,8,3,30,0.6864286797739957,NA,231,N,N,<0.2,0.5-1,1,0.1,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT420,1,2017/05/12 00:00:00,2017/05/12 00:00:00,MATCH,498 MEADOW WAY,498 Meadow Way (SP 83583 14682),0.18279569892473124,498,MEADOW WAY,Freshwater Habitats Trust,AH,2017/05/12 16:00:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,NA,2017/05/30 00:00:00,12,12,Positive,498,1,NA,Adrianna,SP8314,SP8358314682,483583,214682,12,Positive,FALSE,FALSE,Positive,NA,1,300,4,3,40,3,3,1,4,90,0.6111762395337936,NA,498,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268056,75814,0,0,101996,0,0,7605,10221,0,0,0,0,0,2894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2975,0,0,0,0,0,0,0,0,0,0,0,0
FHT954,1,2017/06/12 00:00:00,2017/06/12 00:00:00,MATCH,GARDEN CENTRE,7B - Garden Centre,0.18233618233618232,NA,GARDEN CENTRE,Freshwater Habitats Trust,AH,2017/06/12 11:30:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/22 00:00:00,12,6,Positive,NA,1,NA,Adrianna,SP7317,SP7358917097,473589,217097,6,Positive,FALSE,FALSE,Positive,NA,1,50,1,4,30,3,3,9,4,40,0.7286878616985977,NA,7b,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,2001,0,0,0,0,0,0,0,0,0,0,0,954,0,0,177358,0,0,0,0,0,0,0,0,11997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT446,1,2017/05/29 00:00:00,2017/05/29 00:00:00,MATCH,WARREN HOUSE,265A Warren House,0.18137254901960786,NA,WARREN HOUSE,Freshwater Habitats Trust,AH,2017/05/29 14:00:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,12,Positive,NA,NA,1,Adrianna,SP7931,SP7924231972,479242,231972,12,Positive,FALSE,FALSE,NA,Positive,1,300,1,4,95,2,3,2,4,15,0.6691507704249671,NA,265A,N,N,<0.2,0.2-0.5,1,0.1,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24981,7368,0,0,83938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13461
FHT870,1,2017/06/10 00:00:00,2017/06/10 00:00:00,MATCH,955 Nettlebed Sea Pond,Nettlebed Sea Pond,0.180976430976431,955,Nettlebed Sea Pond,Freshwater Habitats Trust,Jeremy,2017/06/10 15:30:00,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/27 00:00:00,12,0,Negative,955,NA,1,Jeremy,SU7087,SU7018087111,470180,187111,0,Negative,FALSE,TRUE,NA,Negative,1,1491,1,4,100,3,2,>12,4,0.1,0.6592387014229828,NA,955,N,Y,<0.2,0.02-0.05,2,0.1,0.035,0,0,0,0,0,145013,53574,0,0,0,0,0,0,0,0,97286,0,27884,0,0,0,0,0,0,10049,0,0,0,10941,0,0,10678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT953,1,2017/06/30 00:00:00,2017/06/30 00:00:00,MATCH,993 HAM GREEN WOOD 993,Ham Green Wood 993,0.180976430976431,993,HAM GREEN WOOD 993,Freshwater Habitats Trust,PJW,2017/06/30 08:40:00,2017/07/12 00:00:00,6,No,No,Yes,Yes,NA,2017/07/13 00:00:00,12,0,Negative,993,NA,1,PJW,SP6918,SP6945018880,469450,218880,0,Negative,FALSE,TRUE,NA,Negative,1,260,2,4,30,2,2,>12,4,22,0.7486052613948455,NA,993,N,N,<0.2,<0.02,2,0.1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160079,0,27869,93103,0,0,0,0,0,0,0,0,0,922,0,0,66329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT391,NA,2017/05/16 00:00:00,2017/05/16 00:00:00,MATCH,7 WADDESDON MANOR,7 Waddeson Manor (SP7396716439),0.18089816571790018,7,WADDESDON MANOR,Freshwater Habitats Trust,AH,2017/05/16 15:00:00,2017/05/25 00:00:00,6,No,No,Yes,Yes,NA,2017/05/26 00:00:00,12,0,Negative,7,NA,1,Adrianna,SP7316,SP7396716439,473967,216439,0,Negative,FALSE,TRUE,NA,Negative,1,65,2,4,50,3,3,7,4,40,0.789260346541044,NA,7,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT598,NA,2017/05/18 00:00:00,2017/05/18 00:00:00,MATCH,156 Holme Grove Farm Morhen Pond,156 Holme Grove Farm Pond 2 (morhen)(TL 19791 43208),0.18028846153846156,156,Holme Grove Farm Morhen Pond,Freshwater Habitats Trust,HW,2017/05/18 10:30:00,2017/06/01 00:00:00,6,No,No,Yes,Yes,NA,2017/06/05 00:00:00,12,1,Positive,156,1,NA,Hannah,TL1943,TL1979043208,519790,243208,1,Positive,FALSE,FALSE,Positive,NA,1,115,4,4,35,3,4,4,2,45,0.5950805724782912,NA,156,N,N,<0.2,0.02-0.05,2,0.1,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT972,NA,2017/06/20 00:00:00,2017/06/20 00:00:00,MATCH,97 WHITEHOUSE FARM,97 - While House Farm,0.18004979769685647,97,WHITEHOUSE FARM,Freshwater Habitats Trust,AH,2017/06/20 14:00:00,2017/06/23 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,97,1,NA,Adrianna,SP7234,SP7236834287,472368,234287,0,Negative,FALSE,TRUE,Negative,NA,1,600,2,4,100,3,3,0,4,5,0.46464073777175735,NA,97,N,Y,<0.2,<0.02,2,0.1,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FHT1049,1,2017/06/14 00:00:00,2017/06/14 00:00:00,MATCH,246 Octagon Farm Small Pond,Octagon Farm Small Pond,0.17981749865807828,246,Octagon Farm Small Pond,Freshwater Habitats Trust,HW,2017/06/14 12:25:00,2017/07/03 00:00:00,6,No,No,Yes,Yes,NA,2017/07/05 00:00:00,11,0,Negative,246,NA,1,Hannah,TL0949,TL0946049718,509460,249718,0,Negative,FALSE,TRUE,NA,Negative,1,534,1,2,80,3,4,>20,4,20,0.7852135229323679,NA,246,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT447,1,2017/06/09 00:00:00,2017/06/09 00:00:00,MATCH,415 LAWN HOUSE.POND,415 Lawn House Pond (SP 6805522148),0.17944862155388486,415,LAWN HOUSE.POND,Freshwater Habitats Trust,AH,2017/06/09 09:30:00,2017/06/16 00:00:00,6,No,No,Yes,Yes,NA,2017/06/20 00:00:00,5,0,Inconclusive,415,1,NA,Adrianna,SP6822,SP6805522148,468055,222148,0,Inconclusive,FALSE,FALSE,Inconclusive,NA,1,400,1,4,90,3,3,7,4,10,0.7740209723254813,NA,415,N,Y,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT646,1,2017/06/15 00:00:00,2017/06/15 00:00:00,MATCH,152 The Moat House Pond (152),The Moat House Pond (152),0.17931034482758634,152,The Moat House Pond (152),Freshwater Habitats Trust,HJ,NA,2017/06/26 00:00:00,6,No,No,Yes,Yes,NA,2017/06/29 00:00:00,12,0,Negative,152,NA,1,Hanna,SP9547,SP9546347434,495463,247434,0,Negative,FALSE,TRUE,NA,Negative,1,60,2,2,90,3,3,>12,2,0,0.5300677627160173,NA,152,N,N,<0.2,0.5-1,1,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8334,0,0,51077,0,0,0,0,0,0,0,141198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHT434,1,2017/05/17 00:00:00,2017/05/17 00:00:00,MATCH,221 EMMINGTON,221 Emmington (SP7424102142),0.1785714285714286,221,EMMINGTON,Freshwater Habitats Trust,AH,2017/05/17 10:30:00,2017/05/25 00:00:00,6,No,Yes,Yes,Yes,NA,2017/05/30 00:00:00,12,0,Negative,221,NA,1,Adrianna,SP7402,SP7424102142,474241,202142,0,Negative,FALSE,TRUE,NA,Negative,1,600,2,4,100,3,3,7,3,5,0.7074972637151107,NA,221,N,N,<0.2,0.1-0.2,1,0.1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,47271,0,0,5971,143537,1049,0,1771,0,0,339,1162,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6095
